"cuenta";"iniciodeuda";"iniciofechadeuda";"ultimafechadeuda";"idciclo"
20130;2023;"2023-01-02";"2023-02-01";83
20136;2023;"2023-02-01";"2023-02-01";83
20137;2022;"2022-10-01";"2023-02-01";83
20138;2022;"2022-07-01";"2023-02-01";83
20140;2023;"2023-02-01";"2023-02-01";83
20141;2022;"2022-10-01";"2023-02-01";83
20142;2022;"2022-04-01";"2023-02-01";83
20156;2022;"2022-07-01";"2023-02-01";83
20158;2022;"2022-12-01";"2023-02-01";83
20160;2023;"2023-01-02";"2023-02-01";83
20161;2023;"2023-02-01";"2023-02-01";83
20162;2023;"2023-02-01";"2023-02-01";83
20163;2023;"2023-02-01";"2023-02-01";83
20166;2022;"2022-11-02";"2023-02-01";83
20173;2022;"2022-02-01";"2023-02-01";83
20175;2021;"2021-06-30";"2023-02-01";83
20189;2022;"2022-10-01";"2023-02-01";83
20190;2022;"2022-11-02";"2023-02-01";83
20191;2021;"2021-05-04";"2023-02-01";83
20193;2023;"2023-02-01";"2023-02-01";83
20200;2023;"2023-02-01";"2023-02-01";83
20202;2023;"2023-02-01";"2023-02-01";83
20224;2022;"2022-12-01";"2023-02-01";83
20234;2023;"2023-02-01";"2023-02-01";83
20243;2021;"2021-08-02";"2023-02-01";83
20252;2023;"2023-01-02";"2023-02-01";83
20284;2021;"2021-08-02";"2023-02-01";83
20312;2022;"2022-08-01";"2023-02-01";83
20313;2022;"2022-05-03";"2023-02-01";83
20322;2023;"2023-02-01";"2023-02-01";83
20323;2021;"2021-09-01";"2023-02-01";83
20331;2022;"2022-09-01";"2023-02-01";83
20335;2021;"2021-09-01";"2023-02-01";83
20339;2022;"2022-04-01";"2023-02-01";83
20340;2023;"2023-02-01";"2023-02-01";83
20343;2021;"2021-10-01";"2023-02-01";83
20354;2023;"2023-02-01";"2023-02-01";83
20380;2022;"2022-07-01";"2023-02-01";83
20381;2022;"2022-07-01";"2023-02-01";83
20385;2023;"2023-02-01";"2023-02-01";83
20390;2022;"2022-11-02";"2023-02-01";83
20392;2022;"2022-07-01";"2023-02-01";83
20396;2023;"2023-02-01";"2023-02-01";83
20421;2021;"2021-12-01";"2023-02-01";83
20444;2022;"2022-05-03";"2023-02-01";83
20446;2023;"2023-02-01";"2023-02-01";83
20451;2023;"2023-02-01";"2023-02-01";83
20459;2022;"2022-01-03";"2023-02-01";83
20471;2023;"2023-01-02";"2023-02-01";83
20500;2022;"2022-09-01";"2023-02-01";83
20513;2022;"2022-04-01";"2023-02-01";83
20532;2022;"2022-07-01";"2023-02-01";83
20576;2023;"2023-02-01";"2023-02-01";83
20590;2023;"2023-01-02";"2023-02-01";83
20596;2022;"2022-05-03";"2023-02-01";83
20597;2023;"2023-01-02";"2023-02-01";83
20637;2023;"2023-02-01";"2023-02-01";83
20700;2023;"2023-02-01";"2023-02-01";83
20724;2022;"2022-10-01";"2023-02-01";83
20733;2022;"2022-11-02";"2023-02-01";83
20735;2022;"2022-11-02";"2023-02-01";83
20739;2023;"2023-02-01";"2023-02-01";83
20745;2023;"2023-02-01";"2023-02-01";83
20760;2023;"2023-01-02";"2023-02-01";83
20763;2023;"2023-01-02";"2023-02-01";83
20764;2023;"2023-02-01";"2023-02-01";83
20765;2022;"2022-12-01";"2023-02-01";83
20804;2023;"2023-02-01";"2023-02-01";83
20827;2023;"2023-02-01";"2023-02-01";83
20830;2023;"2023-02-01";"2023-02-01";83
20841;2023;"2023-02-01";"2023-02-01";83
20843;2023;"2023-02-01";"2023-02-01";83
3;2022;"2022-06-01";"2023-02-01";93
4;2020;"2020-10-01";"2023-02-01";93
5;2023;"2023-01-02";"2023-02-01";93
15;2023;"2023-02-01";"2023-02-01";93
24;2023;"2023-01-02";"2023-02-01";93
29;2022;"2022-04-01";"2023-02-01";93
30;2023;"2023-02-01";"2023-02-01";93
34;2023;"2023-01-02";"2023-02-01";93
37;2023;"2023-02-01";"2023-02-01";93
38;2023;"2023-02-01";"2023-02-01";93
39;2023;"2023-02-01";"2023-02-01";93
49;2022;"2022-08-01";"2023-02-01";93
55;2021;"2021-10-01";"2023-02-01";93
60;2023;"2023-02-01";"2023-02-01";93
66;2018;"2018-01-03";"2023-02-01";93
69;2020;"2020-03-03";"2023-02-01";93
70;2021;"2021-12-01";"2023-02-01";93
71;2023;"2023-02-01";"2023-02-01";93
73;2023;"2023-02-01";"2023-02-01";93
77;2022;"2022-09-01";"2023-02-01";93
78;2022;"2022-10-01";"2023-02-01";93
82;2022;"2022-02-01";"2023-02-01";93
83;2023;"2023-02-01";"2023-02-01";93
86;2018;"2018-04-02";"2023-02-01";93
90;2022;"2022-04-01";"2023-02-01";93
91;2023;"2023-02-01";"2023-02-01";93
94;2022;"2022-02-01";"2023-02-01";93
96;2022;"2022-10-01";"2023-02-01";93
99;2023;"2023-02-01";"2023-02-01";93
100;2023;"2023-02-01";"2023-02-01";93
101;2023;"2023-01-02";"2023-02-01";93
104;2022;"2022-09-01";"2023-02-01";93
106;2019;"2019-10-31";"2023-02-01";93
110;2020;"2020-02-03";"2023-02-01";93
111;2023;"2023-01-02";"2023-02-01";93
112;2022;"2022-09-01";"2023-02-01";93
113;2022;"2022-12-01";"2023-02-01";93
114;2022;"2022-05-03";"2023-02-01";93
115;2023;"2023-01-02";"2023-02-01";93
116;2022;"2022-09-01";"2023-02-01";93
117;2022;"2022-02-01";"2023-02-01";93
131;2022;"2022-05-03";"2023-02-01";93
132;2023;"2023-02-01";"2023-02-01";93
134;2023;"2023-01-02";"2023-02-01";93
138;2023;"2023-01-02";"2023-02-01";93
141;2012;"2012-09-18";"2023-02-01";93
142;2023;"2023-02-01";"2023-02-01";93
143;2023;"2023-02-01";"2023-02-01";93
153;2022;"2022-02-01";"2023-02-01";93
160;2023;"2023-02-01";"2023-02-01";93
161;2022;"2022-12-01";"2023-02-01";93
171;2023;"2023-02-01";"2023-02-01";93
172;2023;"2023-02-01";"2023-02-01";93
173;2008;"2008-07-01";"2023-02-01";93
180;2022;"2022-09-01";"2023-02-01";93
181;2023;"2023-02-01";"2023-02-01";93
182;2021;"2021-01-02";"2023-02-01";93
183;2019;"2019-05-06";"2023-02-01";93
184;2023;"2023-02-01";"2023-02-01";93
207;2023;"2023-02-01";"2023-02-01";93
209;2022;"2022-12-01";"2023-02-01";93
210;2023;"2023-02-01";"2023-02-01";93
211;2023;"2023-02-01";"2023-02-01";93
214;2022;"2022-10-01";"2023-02-01";93
215;2022;"2022-07-01";"2023-02-01";93
219;2023;"2023-02-01";"2023-02-01";93
220;2023;"2023-02-01";"2023-02-01";93
223;2023;"2023-02-01";"2023-02-01";93
225;2023;"2023-02-01";"2023-02-01";93
226;2023;"2023-02-01";"2023-02-01";93
227;2023;"2023-02-01";"2023-02-01";93
229;2023;"2023-01-02";"2023-02-01";93
230;2019;"2019-12-02";"2023-02-01";93
231;2021;"2021-10-01";"2023-02-01";93
232;2020;"2020-01-02";"2023-02-01";93
235;2023;"2023-02-01";"2023-02-01";93
237;2023;"2023-02-01";"2023-02-01";93
244;2023;"2023-02-01";"2023-02-01";93
246;2022;"2022-10-01";"2023-02-01";93
260;2022;"2022-12-01";"2023-02-01";93
261;2022;"2022-07-01";"2023-02-01";93
262;2022;"2022-04-01";"2023-02-01";93
263;2022;"2022-01-03";"2023-02-01";93
264;2022;"2022-01-03";"2023-02-01";93
276;2023;"2023-02-01";"2023-02-01";93
280;2022;"2022-03-02";"2023-02-01";93
281;2022;"2022-02-01";"2023-02-01";93
284;2023;"2023-02-01";"2023-02-01";93
295;2022;"2022-12-01";"2023-02-01";93
298;2022;"2022-11-02";"2023-02-01";93
300;2022;"2022-10-01";"2023-02-01";93
302;2022;"2022-09-01";"2023-02-01";93
303;2023;"2023-02-01";"2023-02-01";93
312;2022;"2022-09-01";"2023-02-01";93
315;2023;"2023-01-02";"2023-02-01";93
324;2023;"2023-01-02";"2023-02-01";93
325;2023;"2023-02-01";"2023-02-01";93
326;2022;"2022-09-01";"2023-02-01";93
327;2022;"2022-09-01";"2023-02-01";93
328;2022;"2022-09-01";"2023-02-01";93
329;2023;"2023-02-01";"2023-02-01";93
331;2022;"2022-09-01";"2023-02-01";93
332;2023;"2023-02-01";"2023-02-01";93
338;2023;"2023-01-02";"2023-02-01";93
339;2023;"2023-01-02";"2023-02-01";93
343;2022;"2022-05-03";"2023-02-01";93
345;2023;"2023-02-01";"2023-02-01";93
348;2023;"2023-01-02";"2023-02-01";93
351;2022;"2022-10-01";"2023-02-01";93
352;2022;"2022-07-01";"2023-02-01";93
353;2023;"2023-02-01";"2023-02-01";93
359;2023;"2023-02-01";"2023-02-01";93
361;2023;"2023-02-01";"2023-02-01";93
369;2023;"2023-02-01";"2023-02-01";93
372;2022;"2022-11-02";"2023-02-01";93
373;2023;"2023-01-02";"2023-02-01";93
374;2023;"2023-01-02";"2023-02-01";93
375;2022;"2022-12-01";"2023-02-01";93
376;2022;"2022-12-01";"2023-02-01";93
377;2022;"2022-12-01";"2023-02-01";93
380;2022;"2022-11-02";"2023-02-01";93
387;2022;"2022-12-01";"2023-02-01";93
398;2010;"2010-10-08";"2023-02-01";93
399;2022;"2022-11-02";"2023-02-01";93
400;2022;"2022-10-01";"2023-02-01";93
401;2022;"2022-09-01";"2023-02-01";93
402;2023;"2023-02-01";"2023-02-01";93
420;2023;"2023-02-01";"2023-02-01";93
427;2023;"2023-02-01";"2023-02-01";93
429;2023;"2023-02-01";"2023-02-01";93
434;2023;"2023-02-01";"2023-02-01";93
436;2023;"2023-01-02";"2023-02-01";93
437;2023;"2023-01-02";"2023-02-01";93
438;2005;"2005-05-01";"2023-02-01";93
440;2022;"2022-03-02";"2023-02-01";93
444;2022;"2022-10-01";"2023-02-01";93
445;2023;"2023-02-01";"2023-02-01";93
446;2023;"2023-01-02";"2023-02-01";93
447;2023;"2023-02-01";"2023-02-01";93
448;2022;"2022-12-01";"2023-02-01";93
449;2012;"2012-01-27";"2023-02-01";93
450;2023;"2023-02-01";"2023-02-01";93
451;2023;"2023-02-01";"2023-02-01";93
453;2023;"2023-02-01";"2023-02-01";93
458;2022;"2022-06-01";"2023-02-01";93
459;2019;"2019-08-01";"2023-02-01";93
460;2023;"2023-02-01";"2023-02-01";93
463;2022;"2022-11-02";"2023-02-01";93
468;2023;"2023-01-02";"2023-02-01";93
469;2019;"2019-08-01";"2023-02-01";93
470;2021;"2021-09-01";"2023-02-01";93
471;2022;"2022-04-01";"2023-02-01";93
474;2022;"2022-08-01";"2023-02-01";93
475;2021;"2021-10-01";"2023-02-01";93
476;2022;"2022-08-01";"2023-02-01";93
482;2023;"2023-02-01";"2023-02-01";93
490;2022;"2022-10-01";"2023-02-01";93
491;2022;"2022-09-01";"2023-02-01";93
495;2022;"2022-12-01";"2023-02-01";93
498;2023;"2023-02-01";"2023-02-01";93
499;2022;"2022-07-01";"2023-02-01";93
502;2023;"2023-02-01";"2023-02-01";93
511;2022;"2022-10-01";"2023-02-01";93
517;2023;"2023-01-02";"2023-02-01";93
520;2023;"2023-02-01";"2023-02-01";93
521;2023;"2023-02-01";"2023-02-01";93
522;2023;"2023-01-02";"2023-02-01";93
524;2023;"2023-01-02";"2023-02-01";93
525;2023;"2023-02-01";"2023-02-01";93
527;2023;"2023-01-02";"2023-02-01";93
528;2022;"2022-10-01";"2023-02-01";93
529;2022;"2022-02-01";"2023-02-01";93
533;2023;"2023-01-02";"2023-02-01";93
538;2022;"2022-11-02";"2023-02-01";93
539;2022;"2022-05-03";"2023-02-01";93
540;2022;"2022-10-01";"2023-02-01";93
543;2022;"2022-09-01";"2023-02-01";93
550;2023;"2023-02-01";"2023-02-01";93
571;2015;"2015-08-17";"2023-02-01";93
572;2022;"2022-04-01";"2023-02-01";93
573;2023;"2023-02-01";"2023-02-01";93
574;2023;"2023-02-01";"2023-02-01";93
575;2023;"2023-02-01";"2023-02-01";93
576;2020;"2020-04-10";"2023-02-01";93
577;2022;"2022-10-01";"2023-02-01";93
581;2023;"2023-02-01";"2023-02-01";93
589;2023;"2023-02-01";"2023-02-01";93
590;2023;"2023-02-01";"2023-02-01";93
591;2022;"2022-02-01";"2023-02-01";93
596;2021;"2021-08-02";"2023-02-01";93
597;2022;"2022-09-01";"2023-02-01";93
603;2023;"2023-01-02";"2023-02-01";93
604;2022;"2022-08-01";"2023-02-01";93
605;2023;"2023-02-01";"2023-02-01";93
606;2022;"2022-11-02";"2023-02-01";93
607;2022;"2022-07-01";"2023-02-01";93
608;2023;"2023-01-02";"2023-02-01";93
611;2021;"2021-08-02";"2023-02-01";93
614;2023;"2023-02-01";"2023-02-01";93
621;2022;"2022-04-01";"2023-02-01";93
622;2022;"2022-08-01";"2023-02-01";93
625;2023;"2023-02-01";"2023-02-01";93
628;2022;"2022-12-01";"2023-02-01";93
629;2023;"2023-02-01";"2023-02-01";93
630;2023;"2023-02-01";"2023-02-01";93
631;2023;"2023-02-01";"2023-02-01";93
632;2022;"2022-10-01";"2023-02-01";93
633;2023;"2023-02-01";"2023-02-01";93
634;2023;"2023-02-01";"2023-02-01";93
643;2023;"2023-02-01";"2023-02-01";93
648;2023;"2023-02-01";"2023-02-01";93
650;2022;"2022-12-01";"2023-02-01";93
651;2023;"2023-01-02";"2023-02-01";93
653;2022;"2022-10-01";"2023-02-01";93
654;2023;"2023-02-01";"2023-02-01";93
655;2023;"2023-02-01";"2023-02-01";93
656;2023;"2023-02-01";"2023-02-01";93
657;2023;"2023-02-01";"2023-02-01";93
658;2022;"2022-12-01";"2023-02-01";93
660;2023;"2023-02-01";"2023-02-01";93
666;2022;"2022-07-01";"2023-02-01";93
676;2022;"2022-12-01";"2023-02-01";93
688;2023;"2023-01-02";"2023-02-01";93
693;2022;"2022-10-01";"2023-02-01";93
694;2023;"2023-02-01";"2023-02-01";93
696;2017;"2017-03-02";"2023-02-01";93
697;2022;"2022-10-01";"2023-02-01";93
702;2023;"2023-02-01";"2023-02-01";93
708;2023;"2023-02-01";"2023-02-01";93
713;2022;"2022-10-01";"2023-02-01";93
722;2022;"2022-08-01";"2023-02-01";93
726;2021;"2021-04-06";"2023-02-01";93
734;2022;"2022-10-01";"2023-02-01";93
744;2023;"2023-02-01";"2023-02-01";93
745;2022;"2022-11-02";"2023-02-01";93
746;2022;"2022-09-01";"2023-02-01";93
747;2022;"2022-08-01";"2023-02-01";93
748;2023;"2023-02-01";"2023-02-01";93
750;2023;"2023-01-02";"2023-02-01";93
751;2022;"2022-04-01";"2023-02-01";93
753;2023;"2023-02-01";"2023-02-01";93
754;2022;"2022-11-02";"2023-02-01";93
767;2023;"2023-02-01";"2023-02-01";93
777;2023;"2023-02-01";"2023-02-01";93
785;2022;"2022-12-01";"2023-02-01";93
793;2023;"2023-02-01";"2023-02-01";93
794;2023;"2023-02-01";"2023-02-01";93
795;2023;"2023-02-01";"2023-02-01";93
800;2023;"2023-02-01";"2023-02-01";93
801;2022;"2022-11-02";"2023-02-01";93
823;2023;"2023-01-02";"2023-02-01";93
824;2023;"2023-02-01";"2023-02-01";93
827;2023;"2023-01-02";"2023-02-01";93
828;2020;"2020-01-02";"2023-02-01";93
831;2023;"2023-01-02";"2023-02-01";93
838;2022;"2022-09-01";"2023-02-01";93
848;2021;"2021-02-01";"2023-02-01";93
850;2022;"2022-04-01";"2023-02-01";93
854;2022;"2022-02-01";"2023-02-01";93
857;2022;"2022-12-01";"2023-02-01";93
864;2023;"2023-02-01";"2023-02-01";93
866;2021;"2021-08-02";"2023-02-01";93
867;2020;"2020-09-01";"2023-02-01";93
868;2022;"2022-06-01";"2023-02-01";93
884;2018;"2018-12-28";"2023-02-01";93
893;2023;"2023-01-02";"2023-02-01";93
894;2021;"2021-08-02";"2023-02-01";93
895;2023;"2023-01-02";"2023-02-01";93
898;2023;"2023-02-01";"2023-02-01";93
899;2023;"2023-02-01";"2023-02-01";93
903;2021;"2021-10-01";"2023-02-01";93
906;2011;"2011-11-22";"2023-02-01";93
907;2023;"2023-02-01";"2023-02-01";93
924;2022;"2022-04-01";"2023-02-01";93
925;2021;"2021-11-04";"2023-02-01";93
946;2017;"2017-11-06";"2023-02-01";93
948;2023;"2023-02-01";"2023-02-01";93
968;2023;"2023-02-01";"2023-02-01";93
969;2019;"2019-04-04";"2023-02-01";93
970;2003;"2003-10-07";"2023-02-01";93
975;2002;"2002-07-01";"2023-02-01";93
976;2023;"2023-02-01";"2023-02-01";93
977;2022;"2022-08-01";"2023-02-01";93
980;2023;"2023-02-01";"2023-02-01";93
983;2022;"2022-11-02";"2023-02-01";93
995;2022;"2022-10-01";"2023-02-01";93
999;2022;"2022-09-01";"2023-02-01";93
1004;2023;"2023-01-02";"2023-02-01";93
1005;2022;"2022-08-01";"2023-02-01";93
1006;2023;"2023-02-01";"2023-02-01";93
1011;2022;"2022-09-01";"2023-02-01";93
1020;2023;"2023-01-02";"2023-02-01";93
1021;2019;"2019-07-02";"2023-02-01";93
1042;2018;"2018-10-04";"2023-02-01";93
1050;2023;"2023-02-01";"2023-02-01";93
1051;2023;"2023-02-01";"2023-02-01";93
1053;2010;"2010-10-12";"2023-02-01";93
1054;2022;"2022-09-01";"2023-02-01";93
1055;2023;"2023-02-01";"2023-02-01";93
1056;2023;"2023-02-01";"2023-02-01";93
1057;2022;"2022-05-03";"2023-02-01";93
1058;2002;"2002-10-01";"2023-02-01";93
1059;2022;"2022-05-03";"2023-02-01";93
1077;2023;"2023-01-02";"2023-02-01";93
1078;2023;"2023-01-02";"2023-02-01";93
1082;2023;"2023-02-01";"2023-02-01";93
1084;2022;"2022-11-02";"2023-02-01";93
1093;2023;"2023-02-01";"2023-02-01";93
1099;2023;"2023-02-01";"2023-02-01";93
1106;2023;"2023-02-01";"2023-02-01";93
1109;2022;"2022-11-02";"2023-02-01";93
1113;2023;"2023-02-01";"2023-02-01";93
1115;2023;"2023-01-02";"2023-02-01";93
1147;2023;"2023-02-01";"2023-02-01";93
1151;2021;"2021-05-04";"2023-02-01";93
1156;2010;"2010-10-08";"2023-02-01";93
1175;2022;"2022-10-01";"2023-02-01";93
1176;2022;"2022-11-02";"2023-02-01";93
1180;2023;"2023-02-01";"2023-02-01";93
1181;2022;"2022-11-02";"2023-02-01";93
1182;2023;"2023-02-01";"2023-02-01";93
1186;2022;"2022-09-01";"2023-02-01";93
1191;2022;"2022-09-01";"2023-02-01";93
1192;2022;"2022-09-01";"2023-02-01";93
1193;2022;"2022-09-01";"2023-02-01";93
1196;2023;"2023-02-01";"2023-02-01";93
1202;2022;"2022-04-01";"2023-02-01";93
1212;2023;"2023-02-01";"2023-02-01";93
1237;2022;"2022-09-01";"2023-02-01";93
1239;2023;"2023-02-01";"2023-02-01";93
1241;2020;"2020-03-03";"2023-02-01";93
1242;2023;"2023-02-01";"2023-02-01";93
1243;2023;"2023-01-02";"2023-02-01";93
1257;2020;"2020-02-03";"2023-02-01";93
1258;2022;"2022-10-01";"2023-02-01";93
1260;2020;"2020-02-03";"2023-02-01";93
1261;2023;"2023-02-01";"2023-02-01";93
1264;2014;"2014-04-30";"2023-02-01";93
1268;2023;"2023-02-01";"2023-02-01";93
1269;2023;"2023-02-01";"2023-02-01";93
1270;2023;"2023-02-01";"2023-02-01";93
1274;2020;"2020-10-01";"2023-02-01";93
1276;2015;"2015-11-11";"2023-02-01";93
1277;2017;"2017-03-02";"2023-02-01";93
1279;2022;"2022-12-01";"2023-02-01";93
1281;2023;"2023-02-01";"2023-02-01";93
1282;2023;"2023-02-01";"2023-02-01";93
1306;2023;"2023-02-01";"2023-02-01";93
1338;2022;"2022-12-01";"2023-02-01";93
1339;2022;"2022-02-01";"2023-02-01";93
1343;2021;"2021-09-01";"2023-02-01";93
1345;2023;"2023-01-02";"2023-02-01";93
1346;2023;"2023-02-01";"2023-02-01";93
1347;2022;"2022-09-01";"2023-02-01";93
1350;2023;"2023-02-01";"2023-02-01";93
1353;2022;"2022-07-01";"2023-02-01";93
1356;2023;"2023-02-01";"2023-02-01";93
1361;2023;"2023-02-01";"2023-02-01";93
1365;2023;"2023-02-01";"2023-02-01";93
1386;2021;"2021-04-06";"2023-02-01";93
1387;2022;"2022-11-02";"2023-02-01";93
1391;2022;"2022-10-01";"2023-02-01";93
1392;2023;"2023-02-01";"2023-02-01";93
1395;2023;"2023-01-02";"2023-02-01";93
1396;2023;"2023-02-01";"2023-02-01";93
1397;2022;"2022-11-02";"2023-02-01";93
1402;2023;"2023-02-01";"2023-02-01";93
1404;2019;"2019-12-02";"2023-02-01";93
1409;2022;"2022-05-03";"2023-02-01";93
1414;2022;"2022-12-01";"2023-02-01";93
1415;2021;"2021-12-01";"2023-02-01";93
1434;2023;"2023-02-01";"2023-02-01";93
1442;2023;"2023-02-01";"2023-02-01";93
1461;2023;"2023-02-01";"2023-02-01";93
1466;2022;"2022-11-02";"2023-02-01";93
1467;2023;"2023-02-01";"2023-02-01";93
1473;2023;"2023-01-02";"2023-02-01";93
1477;2022;"2022-09-01";"2023-02-01";93
1478;2023;"2023-02-01";"2023-02-01";93
1479;2022;"2022-12-01";"2023-02-01";93
1481;2017;"2017-02-01";"2023-02-01";93
1493;2022;"2022-09-01";"2023-02-01";93
1497;2023;"2023-02-01";"2023-02-01";93
1498;2023;"2023-01-02";"2023-02-01";93
1501;2020;"2020-01-02";"2023-02-01";93
1502;2022;"2022-05-03";"2023-02-01";93
1507;2002;"2002-01-01";"2023-02-01";93
1511;2022;"2022-07-01";"2023-02-01";93
1518;2022;"2022-06-01";"2023-02-01";93
1521;2022;"2022-08-01";"2023-02-01";93
1555;2023;"2023-02-01";"2023-02-01";93
1556;2022;"2022-12-01";"2023-02-01";93
1557;2023;"2023-02-01";"2023-02-01";93
1565;2020;"2020-12-01";"2023-02-01";93
1568;2022;"2022-03-02";"2023-02-01";93
1578;2021;"2021-12-01";"2023-02-01";93
1579;2002;"2002-01-01";"2023-02-01";93
1580;2023;"2023-02-01";"2023-02-01";93
1588;2020;"2020-04-10";"2023-02-01";93
1594;2023;"2023-01-02";"2023-02-01";93
1611;2023;"2023-02-01";"2023-02-01";93
1614;2022;"2022-10-01";"2023-02-01";93
1636;2019;"2019-12-02";"2023-02-01";93
1637;2023;"2023-02-01";"2023-02-01";93
1638;2023;"2023-02-01";"2023-02-01";93
1639;2023;"2023-02-01";"2023-02-01";93
1643;2023;"2023-02-01";"2023-02-01";93
1644;2019;"2019-12-02";"2023-02-01";93
1648;2023;"2023-02-01";"2023-02-01";93
1651;2021;"2021-03-01";"2023-02-01";93
1653;2023;"2023-02-01";"2023-02-01";93
1654;2022;"2022-07-01";"2023-02-01";93
1661;2022;"2022-04-01";"2023-02-01";93
1674;2018;"2018-12-04";"2023-02-01";93
1675;2023;"2023-02-01";"2023-02-01";93
1676;2023;"2023-02-01";"2023-02-01";93
1682;2020;"2020-02-03";"2023-02-01";93
1683;2023;"2023-02-01";"2023-02-01";93
1684;2022;"2022-04-01";"2023-02-01";93
1686;2022;"2022-08-01";"2023-02-01";93
1698;2022;"2022-12-01";"2023-02-01";93
1699;2023;"2023-02-01";"2023-02-01";93
1701;2023;"2023-01-02";"2023-02-01";93
1720;2021;"2021-04-06";"2023-02-01";93
1721;2023;"2023-01-02";"2023-02-01";93
1722;2012;"2012-11-12";"2023-02-01";93
1743;2022;"2022-02-01";"2023-02-01";93
1745;2020;"2020-11-05";"2023-02-01";93
1747;2021;"2021-02-01";"2023-02-01";93
1748;2023;"2023-02-01";"2023-02-01";93
1752;2021;"2021-05-04";"2023-02-01";93
1759;2022;"2022-11-02";"2023-02-01";93
1763;2023;"2023-01-02";"2023-02-01";93
1764;2023;"2023-01-02";"2023-02-01";93
1771;2023;"2023-02-01";"2023-02-01";93
1775;2022;"2022-11-02";"2023-02-01";93
1776;2022;"2022-11-02";"2023-02-01";93
1778;2023;"2023-01-02";"2023-02-01";93
1779;2021;"2021-09-01";"2023-02-01";93
1801;2022;"2022-07-01";"2023-02-01";93
1806;2022;"2022-11-02";"2023-02-01";93
1809;2023;"2023-01-02";"2023-02-01";93
1814;2022;"2022-05-03";"2023-02-01";93
1841;2002;"2002-02-01";"2023-02-01";93
1844;2022;"2022-11-02";"2023-02-01";93
1852;2023;"2023-02-01";"2023-02-01";93
1853;2022;"2022-11-02";"2023-02-01";93
1854;2022;"2022-10-01";"2023-02-01";93
1856;2021;"2021-10-01";"2023-02-01";93
1860;2022;"2022-03-02";"2023-02-01";93
1865;2022;"2022-11-02";"2023-02-01";93
1866;2022;"2022-10-01";"2023-02-01";93
1875;2023;"2023-01-02";"2023-02-01";93
1876;2023;"2023-02-01";"2023-02-01";93
1884;2021;"2021-10-01";"2023-02-01";93
1885;2022;"2022-10-01";"2023-02-01";93
1886;2022;"2022-11-02";"2023-02-01";93
1887;2022;"2022-10-01";"2023-02-01";93
1893;2023;"2023-01-02";"2023-02-01";93
1895;2023;"2023-01-02";"2023-02-01";93
1897;2023;"2023-02-01";"2023-02-01";93
1899;2022;"2022-03-02";"2023-02-01";93
1900;2023;"2023-02-01";"2023-02-01";93
1905;2022;"2022-10-01";"2023-02-01";93
1910;2022;"2022-09-01";"2023-02-01";93
1914;2022;"2022-10-01";"2023-02-01";93
1922;2022;"2022-11-02";"2023-02-01";93
1926;2017;"2017-07-03";"2023-02-01";93
1927;2022;"2022-11-02";"2023-02-01";93
1928;2022;"2022-06-01";"2023-02-01";93
1929;2022;"2022-07-01";"2023-02-01";93
1930;2015;"2015-11-11";"2023-02-01";93
1931;2022;"2022-12-01";"2023-02-01";93
1932;2020;"2020-07-01";"2023-02-01";93
1934;2023;"2023-02-01";"2023-02-01";93
1935;2021;"2021-08-02";"2023-02-01";93
1938;2022;"2022-02-01";"2023-02-01";93
1941;2017;"2017-05-02";"2023-02-01";93
1948;2023;"2023-01-02";"2023-02-01";93
1949;2022;"2022-09-01";"2023-02-01";93
1954;2022;"2022-11-02";"2023-02-01";93
1957;2022;"2022-11-02";"2023-02-01";93
1960;2023;"2023-02-01";"2023-02-01";93
1961;2022;"2022-12-01";"2023-02-01";93
1965;2023;"2023-02-01";"2023-02-01";93
1967;2021;"2021-11-04";"2023-02-01";93
1975;2023;"2023-02-01";"2023-02-01";93
1976;2023;"2023-02-01";"2023-02-01";93
1977;2023;"2023-02-01";"2023-02-01";93
1990;2022;"2022-06-01";"2023-02-01";93
1993;2023;"2023-02-01";"2023-02-01";93
1995;2023;"2023-02-01";"2023-02-01";93
1996;2021;"2021-05-04";"2023-02-01";93
2003;2022;"2022-12-01";"2023-02-01";93
2010;2021;"2021-03-01";"2023-02-01";93
2012;2022;"2022-10-01";"2023-02-01";93
2015;2022;"2022-10-01";"2023-02-01";93
2021;2023;"2023-01-02";"2023-02-01";93
2027;2022;"2022-06-01";"2023-02-01";93
2028;2022;"2022-11-02";"2023-02-01";93
2032;2023;"2023-01-02";"2023-02-01";93
2033;2023;"2023-01-02";"2023-02-01";93
2043;2023;"2023-02-01";"2023-02-01";93
2049;2022;"2022-08-01";"2023-02-01";93
2050;2022;"2022-04-01";"2023-02-01";93
2057;2021;"2021-11-04";"2023-02-01";93
2073;2023;"2023-02-01";"2023-02-01";93
2074;2023;"2023-02-01";"2023-02-01";93
2075;2023;"2023-02-01";"2023-02-01";93
2077;2022;"2022-10-01";"2023-02-01";93
2082;2022;"2022-12-01";"2023-02-01";93
2086;2021;"2021-01-02";"2023-02-01";93
2088;2022;"2022-09-01";"2023-02-01";93
2089;2023;"2023-02-01";"2023-02-01";93
2092;2022;"2022-08-01";"2023-02-01";93
2093;2022;"2022-06-01";"2023-02-01";93
2098;2022;"2022-09-01";"2023-02-01";93
2101;2023;"2023-02-01";"2023-02-01";93
2104;2022;"2022-06-01";"2023-02-01";93
2105;2023;"2023-02-01";"2023-02-01";93
2108;2022;"2022-09-01";"2023-02-01";93
